Ráðuneyti,Rasto,Stofnun,Gjöld - sértekjur
11  Iðnaðarráðuneyti,11511,Framkvæmdasjóður ferðamannastaða,34750000
11  Iðnaðarráðuneyti,11599,Ýmis ferðamál,328820187
12  Efnahags- og viðskiptaráðuneyti,12101,"Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",214988851
12  Efnahags- og viðskiptaráðuneyti,12190,Ýmis verkefni,116826449
12  Efnahags- og viðskiptaráðuneyti,12199,Ráðstöfunarfé,0
12  Efnahags- og viðskiptaráðuneyti,12402,Fjármálaeftirlitið,1234497122
12  Efnahags- og viðskiptaráðuneyti,12411,Samkeppniseftirlitið,240239737
12  Efnahags- og viðskiptaráðuneyti,12431,Einkaleyfastofan,155830747
12  Efnahags- og viðskiptaráðuneyti,12501,Hagstofa Íslands,675607269
12  Efnahags- og viðskiptaráðuneyti,12811,Flutningssjóður olíuvara,322501000
14  Umhverfisráðuneyti,14101,"Umhverfisráðuneyti, aðalskrifstofa",270320206
14  Umhverfisráðuneyti,14190,Ýmis verkefni,222304366
14  Umhverfisráðuneyti,14199,Ráðstöfunarfé,0
14  Umhverfisráðuneyti,14202,Náttúrurannsóknastöðin við Mývatn,18000926
14  Umhverfisráðuneyti,14211,Umhverfisstofnun,676659691
14  Umhverfisráðuneyti,14212,Vatnajökulsþjóðgarður,280076978
14  Umhverfisráðuneyti,14231,Landgræðsla ríkisins,492663825
14  Umhverfisráðuneyti,14241,Skógrækt ríkisins,177597426
14  Umhverfisráðuneyti,14243,Hekluskógar,18924002
14  Umhverfisráðuneyti,14287,Úrvinnslusjóður,497235008
14  Umhverfisráðuneyti,14289,Endurvinnslan hf.,1122672590
14  Umhverfisráðuneyti,14301,Skipulagsstofnun,159330304
14  Umhverfisráðuneyti,14303,Skipulagsmál sveitarfélaga,11902299
14  Umhverfisráðuneyti,14310,Landmælingar Íslands,193127803
14  Umhverfisráðuneyti,14320,Mannvirkjastofnun,282488497
14  Umhverfisráðuneyti,14381,Ofanflóðasjóður,935127027
14  Umhverfisráðuneyti,14401,Náttúrufræðistofnun Íslands,464891424
14  Umhverfisráðuneyti,14403,Náttúrustofur,91559000
14  Umhverfisráðuneyti,14407,Stofnun Vilhjálms Stefánssonar,22214032
14  Umhverfisráðuneyti,14412,Veðurstofa Íslands,648483215
19  Fjármagnskostnaður,19801,Vaxtagjöld ríkissjóðs,57080427099
